    0 val 1:10.84957 | 2:10.85946 | 3:10.83371
 8041 train 1:3.57637 | 2:5.09657 | 3:5.92425
 8042 train 1:3.45135 | 2:4.92167 | 3:5.72760
 8043 train 1:3.94393 | 2:5.40472 | 3:6.11759
 8044 train 1:3.55563 | 2:4.99128 | 3:5.80661
 8045 train 1:3.40428 | 2:4.89798 | 3:5.74402
 8046 train 1:3.35606 | 2:4.76076 | 3:5.56887
 8047 train 1:3.38588 | 2:4.82254 | 3:5.65384
 8048 train 1:3.55494 | 2:4.99436 | 3:5.80720
 8049 train 1:3.46151 | 2:4.89764 | 3:5.72250
 8050 train 1:3.52244 | 2:5.00672 | 3:5.81612
 8051 train 1:3.75487 | 2:5.14061 | 3:5.82465
 8052 train 1:3.44522 | 2:4.79925 | 3:5.57031
 8053 train 1:3.51498 | 2:4.95227 | 3:5.74356
 8054 train 1:3.35515 | 2:4.73145 | 3:5.54648
 8055 train 1:3.59260 | 2:5.03089 | 3:5.81703
 8056 train 1:3.69589 | 2:5.15811 | 3:5.95830
 8057 train 1:3.52447 | 2:4.96278 | 3:5.76687
 8058 train 1:3.70658 | 2:5.17747 | 3:5.97624
 8059 train 1:3.62045 | 2:5.07002 | 3:5.85357
 8060 train 1:3.52950 | 2:4.93939 | 3:5.71319
 8061 train 1:3.31556 | 2:4.77244 | 3:5.61840
 8062 train 1:3.51023 | 2:4.92586 | 3:5.70982
 8063 train 1:3.34375 | 2:4.76694 | 3:5.59260
 8064 train 1:3.57590 | 2:5.03669 | 3:5.82208
 8065 train 1:3.35717 | 2:4.76080 | 3:5.56320
 8066 train 1:3.39954 | 2:4.82754 | 3:5.64885
 8067 train 1:3.60086 | 2:5.01187 | 3:5.80701
 8068 train 1:3.44754 | 2:4.90055 | 3:5.69667
 8069 train 1:3.44099 | 2:4.86274 | 3:5.68560
 8070 train 1:3.42360 | 2:4.88150 | 3:5.73596
 8071 train 1:3.43922 | 2:4.90843 | 3:5.75651
 8072 train 1:3.35215 | 2:4.79853 | 3:5.62640
 8073 train 1:3.32156 | 2:4.73328 | 3:5.55628
 8074 train 1:3.57883 | 2:4.99510 | 3:5.79579
 8075 train 1:3.39541 | 2:4.86175 | 3:5.66661
 8076 train 1:3.63604 | 2:5.07736 | 3:5.87841
 8077 train 1:3.23322 | 2:4.48098 | 3:5.26221
 8078 train 1:3.49754 | 2:4.98802 | 3:5.82770
 8079 train 1:3.51247 | 2:4.96078 | 3:5.75996
 8080 train 1:3.62000 | 2:5.08660 | 3:5.90749
 8081 train 1:3.49566 | 2:4.95049 | 3:5.78947
 8082 train 1:3.41505 | 2:4.85879 | 3:5.67443
 8083 train 1:3.49707 | 2:4.89535 | 3:5.71279
 8084 train 1:3.50401 | 2:4.85762 | 3:5.63763
 8085 train 1:3.54189 | 2:5.03678 | 3:5.85334
 8086 train 1:3.51886 | 2:4.90285 | 3:5.65743
 8087 train 1:3.59623 | 2:5.03302 | 3:5.82875
 8088 train 1:3.54617 | 2:5.01161 | 3:5.78582
 8089 train 1:3.36738 | 2:4.78940 | 3:5.61078
 8090 train 1:3.46100 | 2:4.92015 | 3:5.71343
 8091 train 1:3.29638 | 2:4.52767 | 3:5.16949
 8092 train 1:3.73539 | 2:5.13521 | 3:5.85534
 8093 train 1:3.43607 | 2:4.83492 | 3:5.64164
 8094 train 1:3.37192 | 2:4.81851 | 3:5.64037
 8095 train 1:3.66721 | 2:5.08133 | 3:5.84546
 8096 train 1:3.61032 | 2:5.02093 | 3:5.77378
 8097 train 1:3.44581 | 2:4.83302 | 3:5.58996
 8098 train 1:3.47979 | 2:4.88926 | 3:5.68552
 8099 train 1:3.50574 | 2:4.92245 | 3:5.69190
 8100 train 1:3.38928 | 2:4.77736 | 3:5.56006
 8101 train 1:3.13034 | 2:4.54507 | 3:5.41038
 8102 train 1:3.26438 | 2:4.66509 | 3:5.50391
 8103 train 1:3.60418 | 2:5.04416 | 3:5.85117
 8104 train 1:3.72411 | 2:5.11294 | 3:5.84596
 8105 train 1:3.28044 | 2:4.70393 | 3:5.53783
 8106 train 1:3.27389 | 2:4.75348 | 3:5.58529
 8107 train 1:3.61542 | 2:4.99302 | 3:5.75403
 8108 train 1:3.71156 | 2:5.20046 | 3:5.94853
 8109 train 1:3.67508 | 2:5.08294 | 3:5.84711
 8110 train 1:3.61414 | 2:5.05673 | 3:5.84800
 8111 train 1:4.01453 | 2:5.58669 | 3:6.35349
 8112 train 1:3.56751 | 2:5.02669 | 3:5.81265
 8113 train 1:3.43775 | 2:4.89091 | 3:5.69723
 8114 train 1:3.46112 | 2:4.84131 | 3:5.61680
 8115 train 1:3.45094 | 2:4.80530 | 3:5.55861
 8116 train 1:3.57997 | 2:5.04141 | 3:5.84705
 8117 train 1:3.63470 | 2:5.06038 | 3:5.82798
 8118 train 1:3.33898 | 2:4.66494 | 3:5.46747
 8119 train 1:3.42239 | 2:4.83897 | 3:5.64988
 8120 train 1:3.12281 | 2:4.58118 | 3:5.46260
 8121 train 1:3.56718 | 2:4.97555 | 3:5.75931
 8122 train 1:3.55442 | 2:5.00029 | 3:5.82084
 8123 train 1:3.14868 | 2:4.43514 | 3:5.22669
 8124 train 1:3.32466 | 2:4.80359 | 3:5.66708
 8125 train 1:3.45654 | 2:4.87464 | 3:5.68776
 8126 train 1:3.46158 | 2:4.89097 | 3:5.72761
 8127 train 1:3.43404 | 2:4.89454 | 3:5.71389
 8128 train 1:3.48544 | 2:4.83270 | 3:5.64670
 8129 train 1:3.31671 | 2:4.70873 | 3:5.54537
 8130 train 1:3.67840 | 2:5.11193 | 3:5.85702
 8131 train 1:3.25567 | 2:4.62946 | 3:5.43184
 8132 train 1:3.60972 | 2:5.04329 | 3:5.81067
 8133 train 1:3.50567 | 2:4.91103 | 3:5.69313
 8134 train 1:3.52821 | 2:4.98078 | 3:5.80931
 8135 train 1:3.64108 | 2:5.10021 | 3:5.87022
 8136 train 1:3.32973 | 2:4.73389 | 3:5.54131
 8137 train 1:3.66914 | 2:5.05309 | 3:5.81621
 8138 train 1:3.44975 | 2:4.88208 | 3:5.68031
 8139 train 1:3.40587 | 2:4.86125 | 3:5.67967
 8140 train 1:3.42096 | 2:4.86699 | 3:5.69043
 8141 train 1:3.32056 | 2:4.74200 | 3:5.52658
 8142 train 1:3.31253 | 2:4.73805 | 3:5.57218
 8143 train 1:3.59882 | 2:5.03550 | 3:5.84135
 8144 train 1:3.51122 | 2:4.99685 | 3:5.79868
 8145 train 1:3.16458 | 2:4.59952 | 3:5.47007
 8146 train 1:3.58926 | 2:5.00764 | 3:5.79244
 8147 train 1:3.46930 | 2:4.88694 | 3:5.70315
 8148 train 1:3.60289 | 2:5.12930 | 3:5.99974
 8149 train 1:3.40558 | 2:4.82393 | 3:5.60335
 8150 train 1:3.33734 | 2:4.71362 | 3:5.51160
 8151 train 1:3.45647 | 2:4.89887 | 3:5.72001
 8152 train 1:3.59689 | 2:5.04381 | 3:5.80577
 8153 train 1:3.61257 | 2:5.04319 | 3:5.83178
 8154 train 1:3.72237 | 2:5.16956 | 3:5.92484
 8155 train 1:3.50832 | 2:4.89315 | 3:5.66306
 8156 train 1:3.92964 | 2:5.35155 | 3:6.04096
 8157 train 1:3.62765 | 2:5.07953 | 3:5.86582
 8158 train 1:3.44159 | 2:4.81921 | 3:5.61684
 8159 train 1:3.53234 | 2:4.99614 | 3:5.76193
 8160 train 1:3.31871 | 2:4.73400 | 3:5.56118
 8161 train 1:3.62753 | 2:5.13822 | 3:5.93352
 8162 train 1:3.72464 | 2:5.21411 | 3:6.01196
 8163 train 1:3.43831 | 2:4.87869 | 3:5.68989
 8164 train 1:3.53487 | 2:5.00465 | 3:5.79963
 8165 train 1:3.49263 | 2:4.88057 | 3:5.63966
 8166 train 1:3.20935 | 2:4.60714 | 3:5.43708
 8167 train 1:3.37892 | 2:4.75242 | 3:5.53527
 8168 train 1:3.14307 | 2:4.52834 | 3:5.36595
 8169 train 1:3.48462 | 2:4.89454 | 3:5.72336
 8170 train 1:3.39915 | 2:4.81673 | 3:5.65107
 8171 train 1:3.08778 | 2:4.53276 | 3:5.42520
 8172 train 1:3.22895 | 2:4.60526 | 3:5.41963
 8173 train 1:3.93031 | 2:5.40635 | 3:6.16267
 8174 train 1:3.33592 | 2:4.76595 | 3:5.56782
 8175 train 1:3.36772 | 2:4.78891 | 3:5.60904
 8176 train 1:3.69088 | 2:5.12062 | 3:5.90041
 8177 train 1:3.45908 | 2:4.93317 | 3:5.76442
 8178 train 1:3.42910 | 2:4.85604 | 3:5.64959
 8179 train 1:3.37199 | 2:4.79987 | 3:5.60888
 8180 train 1:3.21005 | 2:4.60589 | 3:5.45059
 8181 train 1:3.45045 | 2:4.88276 | 3:5.68142
 8182 train 1:3.52692 | 2:4.91562 | 3:5.66080
 8183 train 1:3.53196 | 2:4.95130 | 3:5.78426
 8184 train 1:3.58726 | 2:5.06583 | 3:5.90812
 8185 train 1:3.24028 | 2:4.53724 | 3:5.30033
 8186 train 1:3.39052 | 2:4.79264 | 3:5.60207
 8187 train 1:3.64136 | 2:5.09879 | 3:5.88792
 8188 train 1:3.30954 | 2:4.69776 | 3:5.50554
 8189 train 1:3.50382 | 2:4.90271 | 3:5.69318
 8190 train 1:3.55853 | 2:5.01457 | 3:5.78685
 8191 train 1:3.54151 | 2:5.01906 | 3:5.79938
 8192 train 1:3.31001 | 2:4.71439 | 3:5.52854
 8193 train 1:3.34996 | 2:4.74244 | 3:5.56609
 8194 train 1:3.53935 | 2:4.99338 | 3:5.83183
 8195 train 1:3.44313 | 2:4.86540 | 3:5.65781
 8196 train 1:3.21622 | 2:4.57709 | 3:5.36615
 8197 train 1:3.56390 | 2:5.03385 | 3:5.85021
 8198 train 1:3.25237 | 2:4.64340 | 3:5.44864
 8199 train 1:3.68120 | 2:5.12719 | 3:5.88842
 8200 train 1:3.70199 | 2:5.04703 | 3:5.72107
 8201 train 1:3.51797 | 2:4.95344 | 3:5.77950
 8202 train 1:3.46574 | 2:4.88200 | 3:5.72228
 8203 train 1:3.64883 | 2:5.07586 | 3:5.87042
 8204 train 1:3.17201 | 2:4.50148 | 3:5.31149
 8205 train 1:3.25983 | 2:4.63544 | 3:5.45179
 8206 train 1:3.39033 | 2:4.86075 | 3:5.71801
 8207 train 1:3.19381 | 2:4.61875 | 3:5.47483
 8208 train 1:3.38051 | 2:4.68783 | 3:5.48002
 8209 train 1:3.18565 | 2:4.62370 | 3:5.46145
 8210 train 1:3.37198 | 2:4.80026 | 3:5.62534
 8211 train 1:3.47577 | 2:4.84682 | 3:5.60238
 8212 train 1:3.41039 | 2:4.82789 | 3:5.63861
 8213 train 1:3.22232 | 2:4.64687 | 3:5.48767
 8214 train 1:3.36457 | 2:4.72849 | 3:5.52252
 8215 train 1:3.37380 | 2:4.86443 | 3:5.72453
 8216 train 1:3.43651 | 2:4.87417 | 3:5.69042
 8217 train 1:4.00381 | 2:5.45513 | 3:6.16943
 8218 train 1:4.28042 | 2:5.51669 | 3:6.17670
 8219 train 1:3.83981 | 2:5.28916 | 3:6.07787
 8220 train 1:3.37516 | 2:4.86394 | 3:5.68377
 8221 train 1:3.37462 | 2:4.73000 | 3:5.52294
 8222 train 1:3.46216 | 2:4.92957 | 3:5.79727
 8223 train 1:3.34960 | 2:4.74065 | 3:5.55054
 8224 train 1:3.34798 | 2:4.80198 | 3:5.62121
 8225 train 1:3.56521 | 2:5.01615 | 3:5.78313
 8226 train 1:3.70239 | 2:5.15771 | 3:5.95667
 8227 train 1:3.35445 | 2:4.70364 | 3:5.46088
 8228 train 1:3.31309 | 2:4.76759 | 3:5.58245
 8229 train 1:3.29811 | 2:4.65163 | 3:5.46122
 8230 train 1:3.33372 | 2:4.72985 | 3:5.50568
 8231 train 1:3.53657 | 2:4.99456 | 3:5.79173
 8232 train 1:3.49641 | 2:4.96376 | 3:5.79086
 8233 train 1:3.62893 | 2:5.11351 | 3:5.90584
 8234 train 1:3.39508 | 2:4.78924 | 3:5.59124
 8235 train 1:4.02510 | 2:5.45330 | 3:6.17485
 8236 train 1:3.45252 | 2:4.89783 | 3:5.71877
 8237 train 1:3.50209 | 2:5.03790 | 3:5.90907
 8238 train 1:3.41820 | 2:4.89610 | 3:5.71728
 8239 train 1:3.16828 | 2:4.58935 | 3:5.42160
 8240 train 1:3.61260 | 2:4.98469 | 3:5.73592
 8241 train 1:3.53858 | 2:4.93570 | 3:5.72227
 8242 train 1:3.35638 | 2:4.77118 | 3:5.59356
 8243 train 1:3.44794 | 2:4.85804 | 3:5.65953
 8244 train 1:3.25615 | 2:4.65766 | 3:5.49527
 8245 train 1:3.42044 | 2:4.79621 | 3:5.61853
 8246 train 1:3.22958 | 2:4.65461 | 3:5.48683
 8247 train 1:3.57882 | 2:5.05773 | 3:5.85197
 8248 train 1:3.45587 | 2:4.87379 | 3:5.70248
 8249 train 1:3.61834 | 2:5.02407 | 3:5.77623
 8250 val 1:3.42084 | 2:4.81430 | 3:5.63245
 8250 train 1:3.78240 | 2:5.20478 | 3:5.95860
 8251 train 1:3.50127 | 2:4.94632 | 3:5.72996
 8252 train 1:3.63076 | 2:5.06866 | 3:5.83452
 8253 train 1:3.33376 | 2:4.72121 | 3:5.54821
 8254 train 1:3.19121 | 2:4.57688 | 3:5.39681
 8255 train 1:3.57436 | 2:4.95535 | 3:5.73330
 8256 train 1:3.25668 | 2:4.66608 | 3:5.49352
 8257 train 1:3.87453 | 2:5.32818 | 3:6.06647
 8258 train 1:3.67086 | 2:5.19852 | 3:6.04105
 8259 train 1:3.44369 | 2:4.84331 | 3:5.64184
 8260 train 1:3.70520 | 2:5.15306 | 3:5.90917
 8261 train 1:3.65193 | 2:5.11703 | 3:5.87151
 8262 train 1:3.46139 | 2:4.82144 | 3:5.60839
 8263 train 1:3.50919 | 2:4.94130 | 3:5.72343
 8264 train 1:4.25332 | 2:5.77705 | 3:6.48749
 8265 train 1:3.65991 | 2:5.12308 | 3:5.90505
 8266 train 1:3.52861 | 2:4.96053 | 3:5.71710
 8267 train 1:3.66318 | 2:5.12307 | 3:5.92133
 8268 train 1:3.60940 | 2:5.03022 | 3:5.82335
 8269 train 1:3.40113 | 2:4.79275 | 3:5.58478
 8270 train 1:3.47717 | 2:4.92351 | 3:5.77181
 8271 train 1:3.16345 | 2:4.54544 | 3:5.34948
 8272 train 1:3.26008 | 2:4.67635 | 3:5.50631
 8273 train 1:3.45824 | 2:4.89008 | 3:5.70962
 8274 train 1:3.72407 | 2:5.15973 | 3:5.94598
 8275 train 1:3.54761 | 2:4.94725 | 3:5.75399
 8276 train 1:3.37567 | 2:4.82437 | 3:5.65128
 8277 train 1:3.57857 | 2:5.05775 | 3:5.86916
 8278 train 1:3.31972 | 2:4.72194 | 3:5.55052
 8279 train 1:3.32557 | 2:4.71518 | 3:5.54571
 8280 train 1:3.54052 | 2:4.97463 | 3:5.74840
 8281 train 1:3.32561 | 2:4.72898 | 3:5.56494
 8282 train 1:3.69369 | 2:5.07899 | 3:5.82725
 8283 train 1:3.31844 | 2:4.79472 | 3:5.64029
 8284 train 1:3.54183 | 2:5.05074 | 3:5.89559
 8285 train 1:3.35654 | 2:4.76574 | 3:5.58739
 8286 train 1:3.77319 | 2:5.24172 | 3:6.03308
 8287 train 1:3.75706 | 2:5.24215 | 3:6.01929
 8288 train 1:3.29776 | 2:4.75987 | 3:5.60388
 8289 train 1:3.38211 | 2:4.84402 | 3:5.63790
 8290 train 1:3.33104 | 2:4.70336 | 3:5.46190
 8291 train 1:3.78126 | 2:5.10869 | 3:5.76829
 8292 train 1:3.51137 | 2:4.98823 | 3:5.82257
 8293 train 1:3.76063 | 2:5.23264 | 3:6.05138
 8294 train 1:3.56406 | 2:4.99468 | 3:5.81575
 8295 train 1:3.83214 | 2:5.26078 | 3:6.00316
 8296 train 1:3.65882 | 2:5.09956 | 3:5.87294
 8297 train 1:3.41006 | 2:4.80784 | 3:5.60771
 8298 train 1:3.34183 | 2:4.82842 | 3:5.66595
 8299 train 1:3.46714 | 2:4.90899 | 3:5.73266
 8300 train 1:3.48955 | 2:4.93152 | 3:5.75676
 8301 train 1:3.53765 | 2:4.95237 | 3:5.75177
 8302 train 1:3.60966 | 2:5.03702 | 3:5.79968
 8303 train 1:3.46343 | 2:4.87883 | 3:5.67859
 8304 train 1:3.48244 | 2:4.88421 | 3:5.68782
 8305 train 1:3.62893 | 2:5.06036 | 3:5.83702
 8306 train 1:4.17345 | 2:5.69453 | 3:6.43618
 8307 train 1:3.34203 | 2:4.73881 | 3:5.54722
 8308 train 1:3.34264 | 2:4.72390 | 3:5.53468
 8309 train 1:3.44852 | 2:4.92230 | 3:5.74401
 8310 train 1:3.52238 | 2:4.92589 | 3:5.72932
 8311 train 1:3.69239 | 2:5.14429 | 3:5.91934
 8312 train 1:3.38318 | 2:4.78611 | 3:5.59724
 8313 train 1:3.44083 | 2:4.92018 | 3:5.71974
 8314 train 1:3.40916 | 2:4.81947 | 3:5.60977
 8315 train 1:3.66032 | 2:5.12358 | 3:5.91367
 8316 train 1:3.30310 | 2:4.70804 | 3:5.52291
 8317 train 1:3.64512 | 2:5.15432 | 3:5.95701
 8318 train 1:3.43361 | 2:4.84964 | 3:5.66873
 8319 train 1:3.38360 | 2:4.78606 | 3:5.62543
 8320 train 1:3.44023 | 2:4.82156 | 3:5.57884
 8321 train 1:3.68069 | 2:5.00989 | 3:5.72508
 8322 train 1:3.60636 | 2:5.06256 | 3:5.82289
 8323 train 1:3.43359 | 2:4.91600 | 3:5.73637
 8324 train 1:3.45108 | 2:4.88351 | 3:5.67756
 8325 train 1:3.34281 | 2:4.82219 | 3:5.66769
 8326 train 1:3.47035 | 2:4.90685 | 3:5.70422
 8327 train 1:3.60180 | 2:5.02117 | 3:5.80071
 8328 train 1:3.45962 | 2:4.83742 | 3:5.62506
 8329 train 1:3.40079 | 2:4.80579 | 3:5.60920
 8330 train 1:3.52237 | 2:4.93316 | 3:5.73324
 8331 train 1:3.62314 | 2:5.01425 | 3:5.77253
 8332 train 1:3.33028 | 2:4.82259 | 3:5.69007
 8333 train 1:3.56871 | 2:4.94620 | 3:5.71565
 8334 train 1:3.51565 | 2:4.92245 | 3:5.70102
 8335 train 1:3.72115 | 2:5.19399 | 3:5.99083
 8336 train 1:3.31618 | 2:4.71701 | 3:5.54061
 8337 train 1:3.43055 | 2:4.83981 | 3:5.62896
 8338 train 1:3.56699 | 2:5.00402 | 3:5.79219
 8339 train 1:3.69340 | 2:5.08906 | 3:5.84608
 8340 train 1:3.36109 | 2:4.79359 | 3:5.60367
 8341 train 1:3.51029 | 2:4.85916 | 3:5.66203
 8342 train 1:3.49376 | 2:4.93546 | 3:5.75309
 8343 train 1:3.67607 | 2:5.14345 | 3:5.94252
 8344 train 1:3.32106 | 2:4.69486 | 3:5.51141
 8345 train 1:3.48775 | 2:4.93492 | 3:5.74174
 8346 train 1:3.34994 | 2:4.77178 | 3:5.60674
 8347 train 1:3.44129 | 2:4.86421 | 3:5.66614
 8348 train 1:3.58320 | 2:4.97531 | 3:5.73729
 8349 train 1:3.36898 | 2:4.79529 | 3:5.60279
 8350 train 1:3.47707 | 2:4.95148 | 3:5.74617
 8351 train 1:3.55649 | 2:4.94858 | 3:5.73186
 8352 train 1:3.53758 | 2:4.97016 | 3:5.75577
 8353 train 1:3.66678 | 2:5.13408 | 3:5.93714
 8354 train 1:3.44524 | 2:4.89265 | 3:5.71345
 8355 train 1:3.43530 | 2:4.91485 | 3:5.79752
 8356 train 1:3.47198 | 2:4.85441 | 3:5.64275
 8357 train 1:4.00036 | 2:5.41481 | 3:6.14546
 8358 train 1:3.46249 | 2:4.81200 | 3:5.55071
 8359 train 1:3.69049 | 2:5.22120 | 3:6.03670
 8360 train 1:3.75260 | 2:5.23073 | 3:6.01717
 8361 train 1:3.04114 | 2:4.44785 | 3:5.31965
 8362 train 1:3.48511 | 2:4.90190 | 3:5.71438
 8363 train 1:3.37738 | 2:4.80707 | 3:5.62719
 8364 train 1:3.63867 | 2:5.11859 | 3:5.92596
 8365 train 1:3.47337 | 2:4.90724 | 3:5.71754
 8366 train 1:3.50625 | 2:4.94552 | 3:5.73865
 8367 train 1:3.39661 | 2:4.78609 | 3:5.58653
 8368 train 1:3.67266 | 2:5.10067 | 3:5.86800
 8369 train 1:3.57039 | 2:5.05583 | 3:5.86880
 8370 train 1:3.58974 | 2:5.02554 | 3:5.82782
 8371 train 1:3.60951 | 2:4.99848 | 3:5.80799
 8372 train 1:3.73967 | 2:5.24293 | 3:6.10935
 8373 train 1:3.69379 | 2:5.16764 | 3:5.95966
 8374 train 1:3.41050 | 2:4.86420 | 3:5.71635
 8375 train 1:3.62351 | 2:5.09290 | 3:5.88215
 8376 train 1:3.58224 | 2:5.01742 | 3:5.80871
 8377 train 1:3.47483 | 2:4.93805 | 3:5.74772
 8378 train 1:3.51183 | 2:4.94087 | 3:5.72084
 8379 train 1:3.34154 | 2:4.71303 | 3:5.49166
 8380 train 1:3.44740 | 2:4.84150 | 3:5.61940
 8381 train 1:3.26243 | 2:4.57697 | 3:5.38917
 8382 train 1:3.57190 | 2:5.02353 | 3:5.80888
 8383 train 1:3.47328 | 2:4.91756 | 3:5.74851
 8384 train 1:3.44474 | 2:4.89099 | 3:5.69025
 8385 train 1:3.35887 | 2:4.75279 | 3:5.54293
 8386 train 1:3.60545 | 2:4.93200 | 3:5.69210
 8387 train 1:3.39821 | 2:4.82689 | 3:5.62686
 8388 train 1:3.31219 | 2:4.67929 | 3:5.46689
 8389 train 1:3.13146 | 2:4.47357 | 3:5.25512
 8390 train 1:3.57948 | 2:5.03198 | 3:5.82916
 8391 train 1:3.38354 | 2:4.80834 | 3:5.60748
 8392 train 1:3.32013 | 2:4.73045 | 3:5.56351
 8393 train 1:3.40182 | 2:4.86470 | 3:5.68356
 8394 train 1:3.45018 | 2:4.93765 | 3:5.77257
 8395 train 1:3.38020 | 2:4.84620 | 3:5.67094
 8396 train 1:3.45956 | 2:4.93240 | 3:5.75157
 8397 train 1:3.06069 | 2:4.32205 | 3:5.09552
 8398 train 1:3.48020 | 2:4.93906 | 3:5.75984
 8399 train 1:3.32300 | 2:4.75745 | 3:5.56657
 8400 train 1:3.67338 | 2:5.14407 | 3:5.94072
 8401 train 1:3.57278 | 2:5.01000 | 3:5.79412
 8402 train 1:3.72745 | 2:5.21323 | 3:5.97871
 8403 train 1:3.72298 | 2:5.10594 | 3:5.83295
 8404 train 1:3.48795 | 2:4.88791 | 3:5.70242
 8405 train 1:3.56490 | 2:4.99296 | 3:5.79345
 8406 train 1:3.53731 | 2:5.00157 | 3:5.78318
 8407 train 1:3.48369 | 2:4.89628 | 3:5.67088
 8408 train 1:3.64906 | 2:5.14585 | 3:5.96585
 8409 train 1:3.61522 | 2:5.09476 | 3:5.87883
 8410 train 1:3.15244 | 2:4.58345 | 3:5.46203
 8411 train 1:3.64373 | 2:5.05710 | 3:5.84493
 8412 train 1:3.61907 | 2:5.04671 | 3:5.81088
 8413 train 1:3.21045 | 2:4.61413 | 3:5.45271
 8414 train 1:3.43867 | 2:4.87402 | 3:5.70398
 8415 train 1:3.40766 | 2:4.84747 | 3:5.66371
 8416 train 1:3.69036 | 2:5.08985 | 3:5.82908
 8417 train 1:3.83434 | 2:5.26566 | 3:5.99109
 8418 train 1:3.41830 | 2:4.83356 | 3:5.62107
 8419 train 1:3.41202 | 2:4.84187 | 3:5.64172
 8420 train 1:3.45095 | 2:4.90732 | 3:5.74763
 8421 train 1:3.29162 | 2:4.73184 | 3:5.57679
 8422 train 1:3.46676 | 2:4.93554 | 3:5.77150
 8423 train 1:3.66596 | 2:5.01106 | 3:5.77264
 8424 train 1:3.53840 | 2:5.02052 | 3:5.82359
 8425 train 1:3.35113 | 2:4.80388 | 3:5.63893
 8426 train 1:3.54477 | 2:5.01638 | 3:5.81840
 8427 train 1:3.40610 | 2:4.89536 | 3:5.71319
 8428 train 1:3.35896 | 2:4.78045 | 3:5.58387
 8429 train 1:3.33285 | 2:4.75434 | 3:5.57972
 8430 train 1:3.58715 | 2:5.06883 | 3:5.85445
 8431 train 1:3.54767 | 2:4.99143 | 3:5.78270
 8432 train 1:3.37626 | 2:4.80781 | 3:5.63866
 8433 train 1:3.50349 | 2:4.92332 | 3:5.73309
 8434 train 1:3.36764 | 2:4.76851 | 3:5.54627
 8435 train 1:3.73122 | 2:5.26594 | 3:6.01568
 8436 train 1:3.52936 | 2:4.95952 | 3:5.75567
 8437 train 1:3.77990 | 2:5.23109 | 3:5.97244
 8438 train 1:3.73315 | 2:5.17889 | 3:5.95844
 8439 train 1:3.51363 | 2:4.93609 | 3:5.74606
 8440 train 1:3.60988 | 2:5.07065 | 3:5.83824
 8441 train 1:3.40932 | 2:4.86982 | 3:5.67424
 8442 train 1:3.63700 | 2:5.11325 | 3:5.92137
 8443 train 1:3.32563 | 2:4.70447 | 3:5.50623
 8444 train 1:3.59312 | 2:5.04779 | 3:5.82971
 8445 train 1:3.44311 | 2:4.87660 | 3:5.69698
 8446 train 1:3.25626 | 2:4.53840 | 3:5.28797
 8447 train 1:3.52146 | 2:4.88149 | 3:5.63904
 8448 train 1:3.63004 | 2:5.06434 | 3:5.81689
 8449 train 1:3.75659 | 2:5.10138 | 3:5.82811
 8450 train 1:3.29897 | 2:4.73823 | 3:5.56001
 8451 train 1:3.32727 | 2:4.76277 | 3:5.58066
 8452 train 1:3.52793 | 2:4.98166 | 3:5.79293
 8453 train 1:3.47383 | 2:4.91405 | 3:5.72840
 8454 train 1:3.45161 | 2:4.87636 | 3:5.67355
 8455 train 1:3.44116 | 2:4.88107 | 3:5.70324
 8456 train 1:3.29884 | 2:4.58168 | 3:5.38833
 8457 train 1:3.55962 | 2:5.00084 | 3:5.81421
 8458 train 1:3.66922 | 2:5.12335 | 3:5.89976
 8459 train 1:3.49565 | 2:4.92544 | 3:5.72447
 8460 train 1:3.67019 | 2:5.16984 | 3:5.96371
 8461 train 1:3.51044 | 2:4.96064 | 3:5.77794
 8462 train 1:3.20755 | 2:4.61061 | 3:5.41519
 8463 train 1:3.67601 | 2:5.12873 | 3:5.91403
 8464 train 1:3.50529 | 2:4.98840 | 3:5.81047
 8465 train 1:3.71068 | 2:5.11374 | 3:5.86793
 8466 train 1:3.85331 | 2:5.32769 | 3:6.13604
 8467 train 1:3.00340 | 2:4.29569 | 3:5.08543
 8468 train 1:3.69752 | 2:5.13260 | 3:5.91165
 8469 train 1:3.57505 | 2:5.05532 | 3:5.83488
 8470 train 1:3.57429 | 2:4.99485 | 3:5.77617
 8471 train 1:3.49533 | 2:4.91078 | 3:5.70491
 8472 train 1:3.37771 | 2:4.79191 | 3:5.57680
 8473 train 1:3.40723 | 2:4.85395 | 3:5.69323
 8474 train 1:3.33174 | 2:4.68668 | 3:5.51177
 8475 train 1:3.75356 | 2:5.20844 | 3:5.99034
 8476 train 1:3.52905 | 2:4.98035 | 3:5.77369
 8477 train 1:3.34561 | 2:4.76688 | 3:5.59223
 8478 train 1:3.50527 | 2:4.93824 | 3:5.76980
 8479 train 1:3.39977 | 2:4.78031 | 3:5.58670
 8480 train 1:3.66362 | 2:5.07277 | 3:5.83114
 8481 train 1:3.27335 | 2:4.67025 | 3:5.45555
 8482 train 1:3.29984 | 2:4.71961 | 3:5.53476
 8483 train 1:3.47579 | 2:4.92855 | 3:5.75865
 8484 train 1:3.37072 | 2:4.85810 | 3:5.72436
 8485 train 1:3.34022 | 2:4.76977 | 3:5.61343
 8486 train 1:3.76922 | 2:5.19232 | 3:5.95715
 8487 train 1:3.48856 | 2:4.89405 | 3:5.71410
 8488 train 1:3.48444 | 2:4.93176 | 3:5.74999
 8489 train 1:3.49778 | 2:4.92210 | 3:5.73931
